pedid	animal_id	tag_id	id_herd	province	district	ward	wardno	birthdate	milkingdate	calvingyear	animalid_calvingyear	calvingdate	calvingmonth	dim	parity	age_y	age_m	milkam	milkpm	totalmilk	fat_p	prot_p	snf
2289	20160	20160	494105032	Daki	Rasi	Dakot	11	10/10/2016	13/01/2023	2023	20160_2023	13/01/2023	January	0	3	6	75	5.4	3.7	9.1	5	3.8	8.9
2289	20160	20160	494105032	Daki	Rasi	Dakot	11	10/10/2016	13/01/2023	2023	20160_2023	13/01/2023	January	0	3	6	75	5.4	3.7	9.1	5	3.8	8.9
2289	20160	20160	494105032	Daki	Rasi	Dakot	11	10/10/2016	12/02/2023	2023	20160_2023	13/01/2023	January	30	3	6	76	5.4	3.7	9.1	5	3.5	8.9
2289	20160	20160	494105032	Daki	Rasi	Dakot	11	10/10/2016	13/03/2023	2023	20160_2023	13/01/2023	January	59	3	6	77	5.4	3.7	9.1	4.9	3.8	9.1
2289	20160	20160	494105032	Daki	Rasi	Dakot	11	10/10/2016	11/04/2023	2023	20160_2023	13/01/2023	January	88	3	6	78	5.4	3.7	9.1	5.8	3.6	8.4
2289	20160	20160	494105032	Daki	Rasi	Dakot	11	10/10/2016	11/05/2023	2023	20160_2023	13/01/2023	January	118	3	6	79	5.4	3.7	9.1	5.3	3.5	7.9
2289	20160	20160	494105032	Daki	Rasi	Dakot	11	10/10/2016	11/06/2023	2023	20160_2023	13/01/2023	January	149	3	6	80	5.4	3.7	9.1	5.6	3.4	8.8
2289	20160	20160	494105032	Daki	Rasi	Dakot	11	10/10/2016	12/07/2023	2023	20160_2023	13/01/2023	January	180	3	6	81	4.6	3.8	8.4	3.9	3.6	9.1
2290	20161	20161	494105032	Daki	Rasi	Dakot	11	11/11/2017	10/12/2021	2021	20161_2021	10/12/2021	December	0	1	4	48	5.4	3.7	9.1	3	3.4	5.6
2290	20161	20161	494105032	Daki	Rasi	Dakot	11	11/11/2017	08/01/2022	2022	20161_2022	08/01/2022	January	0	2	4	49	5.4	3.7	9.1	3.2	2.8	7.2
2290	20161	20161	494105032	Daki	Rasi	Dakot	11	11/11/2017	13/01/2023	2023	20161_2023	13/01/2023	January	0	3	5	62	5.4	3.7	9.1	5.4	3.6	9.2
2290	20161	20161	494105032	Daki	Rasi	Dakot	11	11/11/2017	13/01/2023	2023	20161_2023	13/01/2023	January	0	3	5	62	5.4	3.7	9.1	5.4	3.6	9.2
2290	20161	20161	494105032	Daki	Rasi	Dakot	11	11/11/2017	12/02/2023	2023	20161_2023	13/01/2023	January	30	3	5	63	5.4	3.7	9.1	5.3	3.1	9.1
2290	20161	20161	494105032	Daki	Rasi	Dakot	11	11/11/2017	13/03/2023	2023	20161_2023	13/01/2023	January	59	3	5	64	5.4	3.7	9.1	5	3.7	9
2290	20161	20161	494105032	Daki	Rasi	Dakot	11	11/11/2017	11/04/2023	2023	20161_2023	13/01/2023	January	88	3	5	65	5.4	3.7	9.1	5.4	3.8	8.5
2290	20161	20161	494105032	Daki	Rasi	Dakot	11	11/11/2017	11/05/2023	2023	20161_2023	13/01/2023	January	118	3	5	66	5.4	3.7	9.1	5.1	3.9	8
2290	20161	20161	494105032	Daki	Rasi	Dakot	11	11/11/2017	11/06/2023	2023	20161_2023	13/01/2023	January	149	3	5	67	5.4	3.7	9.1	5.8	3.6	8.2
2290	20161	20161	494105032	Daki	Rasi	Dakot	11	11/11/2017	12/07/2023	2023	20161_2023	13/01/2023	January	180	3	5	68	8	7	15	4	3.8	8.7
2291	20162	20162	494105032	Daki	Rasi	Dakot	11	12/12/2016	10/12/2021	2021	20162_2021	10/12/2021	December	0	1	4	59	5.4	3.7	9.1	3.1	3.5	3.4
2291	20162	20162	494105032	Daki	Rasi	Dakot	11	12/12/2016	08/01/2022	2022	20162_2022	08/01/2022	January	0	2	5	60	5.4	3.7	9.1	4.2	3	6.8
2291	20162	20162	494105032	Daki	Rasi	Dakot	11	12/12/2016	13/01/2023	2023	20162_2023	13/01/2023	January	0	3	6	73	5.4	3.7	9.1	5.6	3.4	9
2291	20162	20162	494105032	Daki	Rasi	Dakot	11	12/12/2016	13/01/2023	2023	20162_2023	13/01/2023	January	0	3	6	73	5.4	3.7	9.1	5.6	3.4	9
2291	20162	20162	494105032	Daki	Rasi	Dakot	11	12/12/2016	12/02/2023	2023	20162_2023	13/01/2023	January	30	3	6	74	5.4	3.7	9.1	5.4	3.7	9.1
2291	20162	20162	494105032	Daki	Rasi	Dakot	11	12/12/2016	13/03/2023	2023	20162_2023	13/01/2023	January	59	3	6	75	5.4	3.7	9.1	5.4	3.3	9.1
2291	20162	20162	494105032	Daki	Rasi	Dakot	11	12/12/2016	11/04/2023	2023	20162_2023	13/01/2023	January	88	3	6	75	5.4	3.7	9.1	5.6	3.4	8.6
2291	20162	20162	494105032	Daki	Rasi	Dakot	11	12/12/2016	11/05/2023	2023	20162_2023	13/01/2023	January	118	3	6	76	5.4	3.7	9.1	5	4.4	8.8
2291	20162	20162	494105032	Daki	Rasi	Dakot	11	12/12/2016	11/06/2023	2023	20162_2023	13/01/2023	January	149	3	6	77	5.4	3.7	9.1	5.3	3.8	8.2
2291	20162	20162	494105032	Daki	Rasi	Dakot	11	12/12/2016	12/07/2023	2023	20162_2023	13/01/2023	January	180	3	6	79	9	8	17	5.2	3.9	9
2292	20163	20163	494105032	Daki	Rasi	Dakot	11	10/10/2013	10/12/2021	2021	20163_2021	10/12/2021	December	0	1	8	98	5.4	3.7	9.1	3.7	3.2	5
2292	20163	20163	494105032	Daki	Rasi	Dakot	11	10/10/2013	08/01/2022	2022	20163_2022	08/01/2022	January	0	2	8	98	5.4	3.7	9.1	4.4	3.2	6.4
2292	20163	20163	494105032	Daki	Rasi	Dakot	11	10/10/2013	13/01/2023	2023	20163_2023	13/01/2023	January	0	3	9	111	5.4	3.7	9.1	4.2	3.8	8.8
2292	20163	20163	494105032	Daki	Rasi	Dakot	11	10/10/2013	13/01/2023	2023	20163_2023	13/01/2023	January	0	3	9	111	5.4	3.7	9.1	4.2	3.8	8.8
2292	20163	20163	494105032	Daki	Rasi	Dakot	11	10/10/2013	12/02/2023	2023	20163_2023	13/01/2023	January	30	3	9	112	5.4	3.7	9.1	4	3.6	8.5
2292	20163	20163	494105032	Daki	Rasi	Dakot	11	10/10/2013	13/03/2023	2023	20163_2023	13/01/2023	January	59	3	9	113	5.4	3.7	9.1	5	3.7	8.6
2292	20163	20163	494105032	Daki	Rasi	Dakot	11	10/10/2013	11/04/2023	2023	20163_2023	13/01/2023	January	88	3	9	114	5.4	3.7	9.1	5.2	3.2	8.4
2292	20163	20163	494105032	Daki	Rasi	Dakot	11	10/10/2013	11/05/2023	2023	20163_2023	13/01/2023	January	118	3	9	115	5.4	3.7	9.1	5.3	3.3	8
2292	20163	20163	494105032	Daki	Rasi	Dakot	11	10/10/2013	11/06/2023	2023	20163_2023	13/01/2023	January	149	3	9	116	5.4	3.7	9.1	5.4	3.6	8.4
2292	20163	20163	494105032	Daki	Rasi	Dakot	11	10/10/2013	12/07/2023	2023	20163_2023	13/01/2023	January	180	3	9	117	10	9	19	3.6	4	8.6
2293	20164	20164	494105032	Daki	Rasi	Dakot	11	08/08/2014	10/12/2021	2021	20164_2021	10/12/2021	December	0	1	7	88	5.4	3.7	9.1	4.2	3.5	5.6
2293	20164	20164	494105032	Daki	Rasi	Dakot	11	08/08/2014	08/01/2022	2022	20164_2022	08/01/2022	January	0	2	7	89	5.4	3.7	9.1	4.6	3.4	6
2293	20164	20164	494105032	Daki	Rasi	Dakot	11	08/08/2014	13/01/2023	2023	20164_2023	13/01/2023	January	0	3	8	101	5.4	3.7	9.1	4	3.7	9.4
2293	20164	20164	494105032	Daki	Rasi	Dakot	11	08/08/2014	13/01/2023	2023	20164_2023	13/01/2023	January	0	3	8	101	5.4	3.7	9.1	4	3.7	9.4
2293	20164	20164	494105032	Daki	Rasi	Dakot	11	08/08/2014	12/02/2023	2023	20164_2023	13/01/2023	January	30	3	8	102	5.4	3.7	9.1	3.8	3.5	9.3
2293	20164	20164	494105032	Daki	Rasi	Dakot	11	08/08/2014	13/03/2023	2023	20164_2023	13/01/2023	January	59	3	8	103	5.4	3.7	9.1	4.1	3.2	9.2
2293	20164	20164	494105032	Daki	Rasi	Dakot	11	08/08/2014	11/04/2023	2023	20164_2023	13/01/2023	January	88	3	8	104	5.4	3.7	9.1	5.4	3.4	8.3
2293	20164	20164	494105032	Daki	Rasi	Dakot	11	08/08/2014	11/05/2023	2023	20164_2023	13/01/2023	January	118	3	8	105	5.4	3.7	9.1	4.8	3.8	8.4
2293	20164	20164	494105032	Daki	Rasi	Dakot	11	08/08/2014	11/06/2023	2023	20164_2023	13/01/2023	January	149	3	8	106	5.4	3.7	9.1	5.6	3.1	8.1
2293	20164	20164	494105032	Daki	Rasi	Dakot	11	08/08/2014	12/07/2023	2023	20164_2023	13/01/2023	January	180	3	8	107	11	10	21	4.4	3.2	8.3
2294	20165	20165	494105032	Daki	Rasi	Dakot	11	10/10/2010	10/12/2021	2021	20165_2021	10/12/2021	December	0	1	11	134	5.4	3.7	9.1	4.5	3	6.5
2294	20165	20165	494105032	Daki	Rasi	Dakot	11	10/10/2010	08/01/2022	2022	20165_2022	08/01/2022	January	0	2	11	134	5.4	3.7	9.1	4.8	3.6	6.4
2294	20165	20165	494105032	Daki	Rasi	Dakot	11	10/10/2010	13/01/2023	2023	20165_2023	13/01/2023	January	0	3	12	147	5.4	3.7	9.1	4.4	3.5	9.6
2294	20165	20165	494105032	Daki	Rasi	Dakot	11	10/10/2010	13/01/2023	2023	20165_2023	13/01/2023	January	0	3	12	147	5.4	3.7	9.1	4.4	3.5	9.6
2294	20165	20165	494105032	Daki	Rasi	Dakot	11	10/10/2010	12/02/2023	2023	20165_2023	13/01/2023	January	30	3	12	148	5.4	3.7	9.1	4.2	3.6	9.5
2294	20165	20165	494105032	Daki	Rasi	Dakot	11	10/10/2010	13/03/2023	2023	20165_2023	13/01/2023	January	59	3	12	149	5.4	3.7	9.1	4.2	3.4	9.7
2294	20165	20165	494105032	Daki	Rasi	Dakot	11	10/10/2010	11/04/2023	2023	20165_2023	13/01/2023	January	88	3	12	150	5.4	3.7	9.1	5.6	3.6	8.1
2294	20165	20165	494105032	Daki	Rasi	Dakot	11	10/10/2010	11/05/2023	2023	20165_2023	13/01/2023	January	118	3	12	151	5.4	3.7	9.1	5.4	4	9
2294	20165	20165	494105032	Daki	Rasi	Dakot	11	10/10/2010	11/06/2023	2023	20165_2023	13/01/2023	January	149	3	12	152	5.4	3.7	9.1	5.8	3.2	8.8
2294	20165	20165	494105032	Daki	Rasi	Dakot	11	10/10/2010	12/07/2023	2023	20165_2023	13/01/2023	January	180	3	12	153	5.6	4.8	10.4	5	2.5	9.6
2295	20166	20166	494105032	Daki	Rasi	Dakot	11	09/09/2014	10/12/2021	2021	20166_2021	10/12/2021	December	0	1	7	87	5.4	3.7	9.1	4.3	3.1	7.6
2295	20166	20166	494105032	Daki	Rasi	Dakot	11	09/09/2014	08/01/2022	2022	20166_2022	08/01/2022	January	0	2	7	87	5.4	3.7	9.1	3.2	3	6.3
2295	20166	20166	494105032	Daki	Rasi	Dakot	11	09/09/2014	13/01/2023	2023	20166_2023	13/01/2023	January	0	3	8	100	5.4	3.7	9.1	5.5	3.3	9.8
2295	20166	20166	494105032	Daki	Rasi	Dakot	11	09/09/2014	13/01/2023	2023	20166_2023	13/01/2023	January	0	3	8	100	5.4	3.7	9.1	5.5	3.3	9.8
2295	20166	20166	494105032	Daki	Rasi	Dakot	11	09/09/2014	12/02/2023	2023	20166_2023	13/01/2023	January	30	3	8	101	5.4	3.7	9.1	5.3	3.1	9.7
2295	20166	20166	494105032	Daki	Rasi	Dakot	11	09/09/2014	13/03/2023	2023	20166_2023	13/01/2023	January	59	3	8	102	5.4	3.7	9.1	5.4	3	9.6
2295	20166	20166	494105032	Daki	Rasi	Dakot	11	09/09/2014	11/04/2023	2023	20166_2023	13/01/2023	January	88	3	8	103	5.4	3.7	9.1	5.8	3.8	8.8
2295	20166	20166	494105032	Daki	Rasi	Dakot	11	09/09/2014	11/05/2023	2023	20166_2023	13/01/2023	January	118	3	8	104	5.4	3.7	9.1	5.2	4.1	8.3
2295	20166	20166	494105032	Daki	Rasi	Dakot	11	09/09/2014	11/06/2023	2023	20166_2023	13/01/2023	January	149	3	8	105	5.4	3.7	9.1	5.2	3.4	8.6
2295	20166	20166	494105032	Daki	Rasi	Dakot	11	09/09/2014	12/07/2023	2023	20166_2023	13/01/2023	January	180	3	8	106	5	4	9	3	2.6	8.1
2296	20167	20167	494105032	Daki	Rasi	Dakot	11	10/10/2015	10/12/2021	2021	20167_2021	10/12/2021	December	0	1	6	74	5.4	3.7	9.1	3	3.6	4.8
2296	20167	20167	494105032	Daki	Rasi	Dakot	11	10/10/2015	08/01/2022	2022	20167_2022	08/01/2022	January	0	2	6	74	5.4	3.7	9.1	3.4	2.8	6.2
2296	20167	20167	494105032	Daki	Rasi	Dakot	11	10/10/2015	13/01/2023	2023	20167_2023	13/01/2023	January	0	3	7	87	5.4	3.7	9.1	4.2	3.2	10
2296	20167	20167	494105032	Daki	Rasi	Dakot	11	10/10/2015	13/01/2023	2023	20167_2023	13/01/2023	January	0	3	7	87	5.4	3.7	9.1	4.2	3.2	10
2296	20167	20167	494105032	Daki	Rasi	Dakot	11	10/10/2015	12/02/2023	2023	20167_2023	13/01/2023	January	30	3	7	88	5.4	3.7	9.1	4	3.1	10.1
2296	20167	20167	494105032	Daki	Rasi	Dakot	11	10/10/2015	13/03/2023	2023	20167_2023	13/01/2023	January	59	3	7	89	5.4	3.7	9.1	4	3	10.1
2296	20167	20167	494105032	Daki	Rasi	Dakot	11	10/10/2015	11/04/2023	2023	20167_2023	13/01/2023	January	88	3	7	90	5.4	3.7	9.1	5.1	3.2	8.6
2296	20167	20167	494105032	Daki	Rasi	Dakot	11	10/10/2015	11/05/2023	2023	20167_2023	13/01/2023	January	118	3	7	91	5.4	3.7	9.1	5.1	3.3	8.8
2296	20167	20167	494105032	Daki	Rasi	Dakot	11	10/10/2015	11/06/2023	2023	20167_2023	13/01/2023	January	149	3	7	92	5.4	3.7	9.1	5.3	3.6	8.5
2296	20167	20167	494105032	Daki	Rasi	Dakot	11	10/10/2015	12/07/2023	2023	20167_2023	13/01/2023	January	180	3	7	93	6	5	11	5.2	2.9	8.3
2297	20169	20169	494105032	Daki	Rasi	Dakot	11	10/10/2014	10/12/2021	2021	20169_2021	10/12/2021	December	0	1	7	86	5.4	3.7	9.1	4.2	3.2	5.4
2297	20169	20169	494105032	Daki	Rasi	Dakot	11	10/10/2014	08/01/2022	2022	20169_2022	08/01/2022	January	0	2	7	86	5.4	3.7	9.1	3.8	3.1	7
2297	20169	20169	494105032	Daki	Rasi	Dakot	11	10/10/2014	13/01/2023	2023	20169_2023	13/01/2023	January	0	3	8	99	5.4	3.7	9.1	3.9	3.6	9.2
2297	20169	20169	494105032	Daki	Rasi	Dakot	11	10/10/2014	13/01/2023	2023	20169_2023	13/01/2023	January	0	3	8	99	5.4	3.7	9.1	3.9	3.6	9.2
2297	20169	20169	494105032	Daki	Rasi	Dakot	11	10/10/2014	12/02/2023	2023	20169_2023	13/01/2023	January	30	3	8	100	5.4	3.7	9.1	3.8	3.5	9
2297	20169	20169	494105032	Daki	Rasi	Dakot	11	10/10/2014	13/03/2023	2023	20169_2023	13/01/2023	January	59	3	8	101	5.4	3.7	9.1	3.4	3.7	9
2297	20169	20169	494105032	Daki	Rasi	Dakot	11	10/10/2014	11/04/2023	2023	20169_2023	13/01/2023	January	88	3	8	102	5.4	3.7	9.1	5.5	3.6	8.2
2297	20169	20169	494105032	Daki	Rasi	Dakot	11	10/10/2014	11/05/2023	2023	20169_2023	13/01/2023	January	118	3	8	103	5.4	3.7	9.1	4.8	3.6	8.5
2297	20169	20169	494105032	Daki	Rasi	Dakot	11	10/10/2014	11/06/2023	2023	20169_2023	13/01/2023	January	149	3	8	104	5.4	3.7	9.1	5.4	3.9	8.4
2297	20169	20169	494105032	Daki	Rasi	Dakot	11	10/10/2014	12/07/2023	2023	20169_2023	13/01/2023	January	180	3	8	105	6.2	5.2	11.4	4.9	4	8.9
2298	20171	20171	494105032	Daki	Rasi	Dakot	11	10/10/2015	10/12/2021	2021	20171_2021	10/12/2021	December	0	1	6	74	5.4	3.7	9.1	4.6	3	6.5
2298	20171	20171	494105032	Daki	Rasi	Dakot	11	10/10/2015	08/01/2022	2022	20171_2022	08/01/2022	January	0	2	6	74	5.4	3.7	9.1	4.2	3.6	6.6
2298	20171	20171	494105032	Daki	Rasi	Dakot	11	10/10/2015	13/01/2023	2023	20171_2023	13/01/2023	January	0	3	7	87	5.4	3.7	9.1	4.6	4	9.8
2298	20171	20171	494105032	Daki	Rasi	Dakot	11	10/10/2015	13/01/2023	2023	20171_2023	13/01/2023	January	0	3	7	87	5.4	3.7	9.1	4.6	4	9.8
2298	20171	20171	494105032	Daki	Rasi	Dakot	11	10/10/2015	12/02/2023	2023	20171_2023	13/01/2023	January	30	3	7	88	5.4	3.7	9.1	4.4	4.1	9.8
2298	20171	20171	494105032	Daki	Rasi	Dakot	11	10/10/2015	13/03/2023	2023	20171_2023	13/01/2023	January	59	3	7	89	5.4	3.7	9.1	4.4	4	9.7
2298	20171	20171	494105032	Daki	Rasi	Dakot	11	10/10/2015	11/04/2023	2023	20171_2023	13/01/2023	January	88	3	7	90	5.4	3.7	9.1	5.8	3.1	8.6
2298	20171	20171	494105032	Daki	Rasi	Dakot	11	10/10/2015	11/05/2023	2023	20171_2023	13/01/2023	January	118	3	7	91	5.4	3.7	9.1	5.9	3.3	8
2298	20171	20171	494105032	Daki	Rasi	Dakot	11	10/10/2015	11/06/2023	2023	20171_2023	13/01/2023	January	149	3	7	92	5.4	3.7	9.1	5.4	3.5	8.2
2298	20171	20171	494105032	Daki	Rasi	Dakot	11	10/10/2015	12/07/2023	2023	20171_2023	13/01/2023	January	180	3	7	93	5.6	4.8	10.4	3.7	2.8	8.4
4525	20173	20173	494105032	Daki	Rasi	Dakot	11	11/11/2018	10/12/2021	2021	20173_2021	10/12/2021	December	0	1	3	36	5.4	3.7	9.1	3.8	3.4	7.2
4525	20173	20173	494105032	Daki	Rasi	Dakot	11	11/11/2018	08/01/2022	2022	20173_2022	08/01/2022	January	0	2	3	37	5.4	3.7	9.1	4.6	2.8	6.2
4525	20173	20173	494105032	Daki	Rasi	Dakot	11	11/11/2018	13/01/2023	2023	20173_2023	13/01/2023	January	0	3	4	50	5.4	3.7	9.1	5	4.6	9.4
4525	20173	20173	494105032	Daki	Rasi	Dakot	11	11/11/2018	13/01/2023	2023	20173_2023	13/01/2023	January	0	3	4	50	5.4	3.7	9.1	5	4.6	9.4
4525	20173	20173	494105032	Daki	Rasi	Dakot	11	11/11/2018	12/02/2023	2023	20173_2023	13/01/2023	January	30	3	4	51	5.4	3.7	9.1	4.8	4.4	9.1
4525	20173	20173	494105032	Daki	Rasi	Dakot	11	11/11/2018	13/03/2023	2023	20173_2023	13/01/2023	January	59	3	4	52	5.4	3.7	9.1	5.1	4.5	9.2
4525	20173	20173	494105032	Daki	Rasi	Dakot	11	11/11/2018	11/04/2023	2023	20173_2023	13/01/2023	January	88	3	4	53	5.4	3.7	9.1	5.4	3.5	8.4
4525	20173	20173	494105032	Daki	Rasi	Dakot	11	11/11/2018	11/05/2023	2023	20173_2023	13/01/2023	January	118	3	4	54	5.4	3.7	9.1	4.3	3	6.8
4525	20173	20173	494105032	Daki	Rasi	Dakot	11	11/11/2018	11/06/2023	2023	20173_2023	13/01/2023	January	149	3	4	55	5.4	3.7	9.1	5.8	3.1	8.9
4525	20173	20173	494105032	Daki	Rasi	Dakot	11	11/11/2018	12/07/2023	2023	20173_2023	13/01/2023	January	180	3	4	56	6.5	6	12.5	3.9	3	9.1
2299	20186	20186	494106083	Daki	Rasi	Dakot	11	17/05/2014	09/12/2021	2021	20186_2021	09/12/2021	December	0	1	7	90	5.6	5	10.6	4.6	3.7	7.4
2299	20186	20186	494106083	Daki	Rasi	Dakot	11	17/05/2014	04/01/2022	2022	20186_2022	04/01/2022	January	0	2	7	91	5.4	3.7	9.1	4	3.5	7
2299	20186	20186	494106083	Daki	Rasi	Dakot	11	17/05/2014	11/01/2023	2023	20186_2023	11/01/2023	January	0	3	8	103	5.4	3.7	9.1	4	3.8	10
2299	20186	20186	494106083	Daki	Rasi	Dakot	11	17/05/2014	11/01/2023	2023	20186_2023	11/01/2023	January	0	3	8	103	5.4	3.7	9.1	4	3.8	10
2299	20186	20186	494106083	Daki	Rasi	Dakot	11	17/05/2014	10/02/2023	2023	20186_2023	11/01/2023	January	30	3	8	104	5.4	3.7	9.1	4	3.5	9.9
2299	20186	20186	494106083	Daki	Rasi	Dakot	11	17/05/2014	11/03/2023	2023	20186_2023	11/01/2023	January	59	3	8	105	5.4	3.7	9.1	3.8	3.2	9.8
2299	20186	20186	494106083	Daki	Rasi	Dakot	11	17/05/2014	10/04/2023	2023	20186_2023	11/01/2023	January	89	3	8	106	5.4	3.7	9.1	5.6	3.7	8.3
2299	20186	20186	494106083	Daki	Rasi	Dakot	11	17/05/2014	09/05/2023	2023	20186_2023	11/01/2023	January	118	3	8	107	5.4	3.7	9.1	6	4	9
2299	20186	20186	494106083	Daki	Rasi	Dakot	11	17/05/2014	09/06/2023	2023	20186_2023	11/01/2023	January	149	3	9	108	5.4	3.7	9.1	5.6	3.6	8.3
2299	20186	20186	494106083	Daki	Rasi	Dakot	11	17/05/2014	11/07/2023	2023	20186_2023	11/01/2023	January	181	3	9	109	5	4	9	4.7	3.3	8.2
2300	20187	20187	494106083	Daki	Rasi	Dakot	11	27/04/2017	09/12/2021	2021	20187_2021	09/12/2021	December	0	1	4	55	5	4	9	4.5	3.5	7.2
2300	20187	20187	494106083	Daki	Rasi	Dakot	11	27/04/2017	04/01/2022	2022	20187_2022	04/01/2022	January	0	2	4	56	5.4	3.7	9.1	4.2	3.2	6.4
2300	20187	20187	494106083	Daki	Rasi	Dakot	11	27/04/2017	11/01/2023	2023	20187_2023	11/01/2023	January	0	3	5	68	5.4	3.7	9.1	4.9	3.4	9.6
2300	20187	20187	494106083	Daki	Rasi	Dakot	11	27/04/2017	11/01/2023	2023	20187_2023	11/01/2023	January	0	3	5	68	5.4	3.7	9.1	4.9	3.4	9.6
2300	20187	20187	494106083	Daki	Rasi	Dakot	11	27/04/2017	10/02/2023	2023	20187_2023	11/01/2023	January	30	3	5	69	5.4	3.7	9.1	4.5	3.2	9.5
2300	20187	20187	494106083	Daki	Rasi	Dakot	11	27/04/2017	11/03/2023	2023	20187_2023	11/01/2023	January	59	3	5	70	5.4	3.7	9.1	4.8	3.2	9.3
2300	20187	20187	494106083	Daki	Rasi	Dakot	11	27/04/2017	10/04/2023	2023	20187_2023	11/01/2023	January	89	3	5	71	5.4	3.7	9.1	5.4	3.6	8.4
2300	20187	20187	494106083	Daki	Rasi	Dakot	11	27/04/2017	09/05/2023	2023	20187_2023	11/01/2023	January	118	3	6	72	5.4	3.7	9.1	5.8	3.1	8.8
2300	20187	20187	494106083	Daki	Rasi	Dakot	11	27/04/2017	09/06/2023	2023	20187_2023	11/01/2023	January	149	3	6	73	5.4	3.7	9.1	5.4	3.2	8.5
2300	20187	20187	494106083	Daki	Rasi	Dakot	11	27/04/2017	11/07/2023	2023	20187_2023	11/01/2023	January	181	3	6	74	4	3.5	7.5	4.8	3.2	8.3
2301	20188	20188	494106083	Daki	Rasi	Dakot	11	07/09/2017	09/12/2021	2021	20188_2021	09/12/2021	December	0	1	4	51	8.3	7.2	15.5	4.2	3.1	6.4
2301	20188	20188	494106083	Daki	Rasi	Dakot	11	07/09/2017	04/01/2022	2022	20188_2022	04/01/2022	January	0	2	4	51	5.4	3.7	9.1	3.5	3	7.4
2301	20188	20188	494106083	Daki	Rasi	Dakot	11	07/09/2017	11/01/2023	2023	20188_2023	11/01/2023	January	0	3	5	64	5.4	3.7	9.1	3.8	3.4	8.5
2301	20188	20188	494106083	Daki	Rasi	Dakot	11	07/09/2017	11/01/2023	2023	20188_2023	11/01/2023	January	0	3	5	64	5.4	3.7	9.1	3.8	3.4	8.5
2301	20188	20188	494106083	Daki	Rasi	Dakot	11	07/09/2017	10/02/2023	2023	20188_2023	11/01/2023	January	30	3	5	65	5.4	3.7	9.1	3.2	3.2	8.1
2301	20188	20188	494106083	Daki	Rasi	Dakot	11	07/09/2017	11/03/2023	2023	20188_2023	11/01/2023	January	59	3	5	66	5.4	3.7	9.1	2.9	3.2	8.3
2301	20188	20188	494106083	Daki	Rasi	Dakot	11	07/09/2017	10/04/2023	2023	20188_2023	11/01/2023	January	89	3	5	67	5.4	3.7	9.1	5.8	3.4	8.7
2301	20188	20188	494106083	Daki	Rasi	Dakot	11	07/09/2017	09/05/2023	2023	20188_2023	11/01/2023	January	118	3	5	68	5.4	3.7	9.1	5.7	3.3	8.1
2301	20188	20188	494106083	Daki	Rasi	Dakot	11	07/09/2017	09/06/2023	2023	20188_2023	11/01/2023	January	149	3	5	69	5.4	3.7	9.1	5.4	3.7	8.4
2301	20188	20188	494106083	Daki	Rasi	Dakot	11	07/09/2017	11/07/2023	2023	20188_2023	11/01/2023	January	181	3	5	70	5.6	4.8	10.4	3	3.8	9.3
2302	20189	20189	494106083	Daki	Rasi	Dakot	11	24/06/2017	09/12/2021	2021	20189_2021	09/12/2021	December	0	1	4	53	7.2	6.5	13.7	3	3.6	6.2
2302	20189	20189	494106083	Daki	Rasi	Dakot	11	24/06/2017	04/01/2022	2022	20189_2022	04/01/2022	January	0	2	4	54	5.4	3.7	9.1	3.5	3.2	7.6
2302	20189	20189	494106083	Daki	Rasi	Dakot	11	24/06/2017	11/01/2023	2023	20189_2023	11/01/2023	January	0	3	5	66	5.4	3.7	9.1	3.9	3.5	6.8
2302	20189	20189	494106083	Daki	Rasi	Dakot	11	24/06/2017	11/01/2023	2023	20189_2023	11/01/2023	January	0	3	5	66	5.4	3.7	9.1	3.9	3.5	6.8
2302	20189	20189	494106083	Daki	Rasi	Dakot	11	24/06/2017	10/02/2023	2023	20189_2023	11/01/2023	January	30	3	5	67	5.4	3.7	9.1	3.9	3.2	6.7
2302	20189	20189	494106083	Daki	Rasi	Dakot	11	24/06/2017	11/03/2023	2023	20189_2023	11/01/2023	January	59	3	5	68	5.4	3.7	9.1	3.8	3.4	6.5
2302	20189	20189	494106083	Daki	Rasi	Dakot	11	24/06/2017	10/04/2023	2023	20189_2023	11/01/2023	January	89	3	5	69	5.4	3.7	9.1	5.8	3.6	8.4
2302	20189	20189	494106083	Daki	Rasi	Dakot	11	24/06/2017	09/05/2023	2023	20189_2023	11/01/2023	January	118	3	5	70	5.4	3.7	9.1	6.8	3.9	9.1
2302	20189	20189	494106083	Daki	Rasi	Dakot	11	24/06/2017	09/06/2023	2023	20189_2023	11/01/2023	January	149	3	5	71	5.4	3.7	9.1	5.6	3.3	8.4
2302	20189	20189	494106083	Daki	Rasi	Dakot	11	24/06/2017	11/07/2023	2023	20189_2023	11/01/2023	January	181	3	6	72	4	3	7	4.9	3.9	8.5
2303	20190	20190	494106083	Daki	Rasi	Dakot	11	03/09/2016	09/12/2021	2021	20190_2021	09/12/2021	December	0	1	5	63	5.3	4.8	10.1	3.1	3.8	6.8
2303	20190	20190	494106083	Daki	Rasi	Dakot	11	03/09/2016	04/01/2022	2022	20190_2022	04/01/2022	January	0	2	5	64	5.4	3.7	9.1	4.2	3.1	7.5
2303	20190	20190	494105033	Daki	Rasi	Dakot	11	03/09/2016	06/01/2022	2022	20190_2022	04/01/2022	January	2	2	5	64	5.4	3.7	9.1	3.9	3.4	7.4
